number,title
WHA66.13,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA66.12,"Neglected tropical diseases
﻿"
WHA66.10,"Follow-up to the Political Declaration of the High-level Meeting of the General Assembly on the Prevention and Control of Non-communicable Diseases
﻿"
WHA66.11,"Health in the post-2015 UN development agenda
﻿"
WHA66.5,"Health conditions in the occupied Palestinian territory, including east Jerusalem, and in the occupied Syrian Golan
﻿"
WHA66.15,"Scale of assessments for 2014–2015
﻿"
WHA66.14,"Special arrangements for settlement of arrears: Tajikistan
﻿"
WHA66.4,"Towards universal eye health: a global action plan 2014–2019
﻿"
WHA66.6,"Financial report and audited financial statements for the period 1 January 2012–31 December 2012
﻿"
WHA66.16,"Foreign exchange risk management
﻿"
WHA66.17,"Report of the External Auditor
﻿"
WHA66.7,"Implementation of the recommendations of the United Nations Commission on Life-Saving Commodities for Women and Children
﻿"
WHA67.11,"Public health impacts of exposure to mercury and mercury compounds: the role of WHO and ministries of public health in the implementation of the Minamata Convention
﻿"
WHA67.9,"Psoriasis
﻿"
WHA67.8,"Autism
﻿"
WHA67.10,"Newborn health action plan
﻿"
WHA67.12,"Contributing to social and economic development: sustainable action across sectors to improve health and health equity
﻿"
WHA67.13,"Implementation of the International Health Regulations (‎2005)‎
﻿"
WHA67.17,"Salaries of staff in ungraded posts and of the Director-General
﻿"
WHA67.16,"Report of the External Auditor
﻿"
WHA67.14,"Health in the post-2015 development agenda
﻿"
WHA67.15,"Strengthening the role of the health system in addressing violence, in particular against women and girls, and against children
﻿"
WHA67.18,"Traditional medicine
﻿"
WHA67.24,"Follow-up of the Recife Political Declaration on Human Resources for Health: renewed commitments towards universal health coverage
﻿"
WHA67.1,"Global strategy and targets for tuberculosis prevention, care and control after 2015
﻿"
WHA67.25,"Antimicrobial resistance
﻿"
WHA67.19,"Strengthening of palliative care as a component of comprehensive care throughout the life course
﻿"
WHA67.3,"Financial report and audited financial statements for the year ended 31 December 2013
﻿"
WHA67.22,"Access to essential medicines
﻿"
WHA67.6,"Hepatitis
﻿"
WHA67.7,"Disability
﻿"
WHA67.23,"Health intervention and technology assessment in support of universal health coverage
﻿"
WHA67.21,"Access to biotherapeutic products including similar biotherapeutic products and ensuring their quality, safety and efficacy
﻿"
WHA67.5,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA67.4,"Supplementary funding for real estate and longer-term staff liabilities
﻿"
WHA67.20,"Regulatory system strengthening for medical products
﻿"
WHA68.5,"The recommendations of the Review Committee on Second Extensions for Establishing National Public Health Capacities and on IHR Implementation
﻿"
WHA68.4,"Yellow fever risk mapping and recommended vaccination for travellers
﻿"
WHA68.6,"Global vaccine action plan
﻿"
WHA68.20,"Global burden of epilepsy and the need for coordinated action at the country level to address its health, social and public knowledge implications
﻿"
WHA68.7,"Global action plan on antimicrobial resistance
﻿"
WHA68.3,"Poliomyelitis
﻿"
WHA68.19,"Outcome of the Second International Conference on Nutrition
﻿"
WHA68.18,"Global strategy and plan of action on public health, innovation and intellectual property
﻿"
WHA68.2,"Global technical strategy and targets for malaria 2016–2030
﻿"
WHA68.1,"Programme budget 2016–2017
﻿"
WHA68.16,"Salaries of staff in ungraded posts and of the Director-General
﻿"
WHA68.17,"Amendments to the Staff Regulations
﻿"
WHA68.15,"Strengthening emergency and essential surgical care and anaesthesia as a component of universal health coverage
﻿"
WHA68.14,"Appointment of the External Auditor
﻿"
WHA68.10,"Financial report and audited financial statements for the year ended 31 December 2014
﻿"
WHA68.11,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA68.9,"Framework of engagement with non-State actors
﻿"
WHA68.13,"Report of the External Auditor
﻿"
WHA68.12,"Scale of assessments for 2016–2017
﻿"
WHA68.8,"Health and the environment: addressing the health impact of air pollution
﻿"
WHA69.14,"Scale of assessments for 2017
﻿"
WHA69.6,"Prevention and control of noncommunicable diseases: responses to specific assignments in preparation for the third High-level Meeting of the United Nations General Assembly on the Prevention and Control of Non-communicable Diseases in 2018
﻿"
WHA69.7,"Addressing the challenges of the United Nations Decade of Action for Road Safety (‎2011–2020)‎: outcome of the second Global High-level Conference on Road Safety – Time for Results
﻿"
WHA69.15,"Report of the External Auditor
﻿"
WHA69.17,"Amendments to the Staff Regulations: dispute resolution
﻿"
WHA69.5,"WHO global plan of action to strengthen the role of the health system within a national multisectoral response to address interpersonal violence, in particular against women and girls, and against children
﻿"
WHA69.4,"The role of the health sector in the Strategic Approach to International Chemicals Management towards the 2020 goal and beyond
﻿"
WHA69.16,"Salaries of staff in ungraded posts and of the Director-General
﻿"
WHA69.12,"WHO programmatic and financial report for 2014–2015 including audited financial statements for 2015
﻿"
WHA69.1,"Strengthening essential public health functions in support of the achievement of universal health coverage
﻿"
WHA69.13,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA69.11,"Health in the 2030 Agenda for Sustainable Development
﻿"
WHA69.3,"The Global strategy and action plan on ageing and health 2016–2020: towards a world in which everyone can live a long and healthy life
﻿"
WHA69.2,"Committing to implementation of the Global Strategy for Women’s, Children’s and Adolescents’ Health
﻿"
WHA69.10,"Framework of engagement with non-State actors
﻿"
WHA69.21,"Addressing the burden of mycetoma
﻿"
WHA69.20,"Promoting innovation and access to quality, safe, efficacious and affordable medicines for children
﻿"
WHA69.22,"Global health sector strategies on HIV, viral hepatitis and sexually transmitted infections, for the period 2016–2021
﻿"
WHA69.23,"Follow-up of the report of the Consultative Expert Working Group on Research and Development: Financing and Coordination
﻿"
WHA69.9,"Ending inappropriate promotion of foods for infants and young children
﻿"
WHA69.8,"United Nations Decade of Action on Nutrition (‎2016–2025)‎
﻿"
WHA69.18,"Process for the election of the Director-General of the World Health Organization
﻿"
WHA69.24,"Strengthening integrated, people-centred health services
﻿"
WHA69.25,"Addressing the global shortage of medicines and vaccines
﻿"
WHA69.19,"Global strategy on human resources for health: workforce 2030
﻿"
WHA70.7,"Improving the prevention, diagnosis and clinical management of sepsis
﻿"
WHA70.6,"Human resources for health and implementation of the outcomes of the United Nations’ High-Level Commission on Health Employment and Economic Growth
﻿"
WHA70.4,"Expression of appreciation to Dr Margaret Chan
﻿"
WHA70.5,"Programme budget 2018–2019
﻿"
WHA70.1,"Arrears in payment of contributions: Somalia
﻿"
WHA70.2,"Appointment of the Director-General
﻿"
WHA70.3,"Contract of the Director-General
﻿"
WHA70.14,"Strengthening immunization to achieve the goals of the global vaccine action plan
﻿"
WHA70.15,"Promoting the health of refugees and migrants
﻿"
WHA70.16,"Global vector control response: an integrated approach for the control of vector-borne diseases
﻿"
WHA70.12,"Cancer prevention and control in the context of an integrated approach
﻿"
WHA70.8,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA70.9,"Scale of assessments for 2018–2019
﻿"
WHA70.13,"Prevention of deafness and hearing loss
﻿"
WHA70.11,"Preparation for the third High-level Meeting of the General Assembly on the Prevention and Control of Non-communicable Diseases, to be held in 2018
﻿"
WHA70.10,"Salaries of staff in ungraded posts and of the Director-General
﻿"
WHA71.4,"Cholera prevention and control
﻿"
WHA71.5,"Addressing the burden of snakebite envenoming
﻿"
WHA71.15,"Multilingualism: respect for equality among the official languages
﻿"
WHA71.7,"Digital health
﻿"
WHA71.6,"WHO global action plan on physical activity 2018–2030
﻿"
WHA71.14,"Rheumatic fever and rheumatic heart disease
﻿"
WHA71.10,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA71.2,"Preparation for the third High-level Meeting of the General Assembly on the Prevention and Control of Non-communicable Diseases, to be held in 2018
﻿"
WHA71.3,"Preparation for a high-level meeting of the General Assembly on ending tuberculosis
﻿"
WHA71.11,"Deputy Directors-General
﻿"
WHA71.13,"Reform of the global internship programme
﻿"
WHA71.1,"Thirteenth General Programme of Work, 2019–2023
﻿"
WHA71.12,"Salaries of staff in ungraded positions and of the Director-General
﻿"
WHA71.8,"Improving access to assistive technology
﻿"
WHA71.9,"Infant and young child feeding
﻿"
WHA72.5,"Antimicrobial resistance
﻿"
WHA72.4,"Preparation for the high-level meeting of the United Nations General Assembly on universal health coverage
﻿"
WHA72.6,"Global action on patient safety
﻿"
WHA72.7,"Water, sanitation and hygiene in health care facilities
﻿"
WHA72.3,"Community health workers delivering primary health care: opportunities and challenges
﻿"
WHA72.2,"Primary health care
﻿"
WHA72.1,"Programme budget 2020–2021
﻿"
WHA72.11,"Appointment of the External Auditor
﻿"
WHA72.10,"Special arrangements for settlement of arrears: Central African Republic
﻿"
WHA72.12,"Scale of assessments for 2020–2021
﻿"
WHA72.13,"Salaries of staff in ungraded positions and of the Director-General
﻿"
WHA72.16,"Emergency care systems for universal health coverage: ensuring timely care for the acutely ill and injured
﻿"
WHA72.9,"Status of collection of assessed contributions, including Member States in arrears in the payment of their contributions to an extent that would justify invoking Article 7 of the Constitution
﻿"
WHA72.14,"Special arrangements for settlement of arrears: Bolivarian Republic of Venezuela
﻿"
WHA72.15,"Eleventh revision of the International Classification of Diseases
﻿"
WHA72.8,"Improving the transparency of markets for medicines, vaccines, and other health products
﻿"
WHA73.1,COVID-19 response
WHA73.2,Global strategy to accelerate the elimination of cervical cancer as a public health problem and its associated goals and targets for the period 2020-2030
WHA73.3,Global strategy for tuberculosis research and innovation
WHA73.4,"Integrated people-centred eye care, including preventable vision impairment and blindness"
WHA73.5,Strengthening efforts on food safety
WHA73.6,Evaluation of the election of the Director-General of the World Health Organization: amendments to contract
WHA73.7,Salaries of staff in ungraded posts and of the Director-General
WHA73.8,Strengthening preparedness for health emergencies: implementation of the International Health Regulations (2005)
WHA73.9,Global road map on defeating meningitis by 2030
